51	92	24	53	01	29	**
95	62	26	92	07	62	**
43	10	53	87	02	88	**
43	09	28	67	89	93	**
08	63	91	28	20	55	**
13	61	55	18	99	91	**
**	83	74	79	78	56	**
38	84	73	71	14	21	**
47	36	**	38	21	95	**
66	90	94	88	50	15	**
25	72	59	19	93	09	**
15	00	57	50	57	36	**
63	06	97	38	17	86	**
59	78	73	88	63	62	**
38	29	33	57	66	11	**
63	73	48	98	39	02	**
**	**	**	**	**	**	**
64	52	74	05	48	00	**
08	67	31	15	84	52	**
95	07	13	82	18	02	**
97	11	74	11	56	85	**
27	55	79	16	62	65	**
32	78	53	29	75	15	**
09	11	93	48	19	66	**
37	96	80	78	85	62	**
81	60	95	01	95	44	**
30	33	25	56	16	31	**
98	90	53	66	08	29	**
91	25	28	60	55	43	**
41	91	33	**	96	66	**
58	89	83	07	13	48	**
98	82	94	45	44	56	**
73	91	68	01	71	87	**
46	11	72	27	26	42	**
98	06	24	83	57	87	**
84	50	**	46	53	97	**
20	80	09	65	48	10	**
04	14	19	20	67	58	**
22	05	88	32	09	00	**
58	72	73	09	37	64	**
77	26	36	33	15	37	**
72	34	45	73	02	03	**
60	88	47	55	14	72	**
73	26	40	04	25	06	**
78	02	26	73	61	84	**
55	64	13	23	67	05	**
83	77	44	46	59	69	**
41	87	79	77	11	84	**
83	30	50	52	09	62	**
56	28	61	04	29	75	**
06	97	23	13	93	50	**
10	63	68	04	54	57	**
55	47	08	09	86	14	**
21	20	78	24	24	03	**
96	19	77	53	42	88	**
90	52	11	37	20	81	**
24	42	59	40	28	84	**
25	77	10	10	87	32	**
86	**	28	48	25	84	**
**	44	79	35	59	11	**
35	82	87	54	31	31	**
76	40	13	62	32	97	**
59	43	11	84	05	78	**
57	64	16	80	81	84	**
46	16	08	11	85	60	**
80	85	53	84	40	94	**
16	92	45	03	06	87	**
03	02	18	13	79	00	**
56	27	01	36	77	98	**
44	01	02	78	71	67	**
47	38	26	00	**	**	**
**	**	**	**	**	**	**
78	27	71	50	59	43	**
21	44	59	03	03	34	**
68	35	11	99	67	69	**
33	81	72	02	99	54	**
50	09	05	41	84	18	**
37	92	46	22	65	27	**
13	36	35	59	17	04	**
35	06	47	61	23	40	**
83	76	00	56	11	44	**
17	85	08	03	**	33	**
14	32	44	86	37	13	**
97	73	16	79	05	08	**
07	54	68	67	42	46	**
80	71	34	94	16	65	**
65	10	43	24	84	03	**
94	59	72	71	80	30	**
96	50	89	79	71	74	**
80	61	40	12	07	59	**
**	71	74	37	33	49	**
24	34	53	12	29	17	**
15	38	19	27	95	70	**
40	77	96	24	77	55	**
70	30	28	12	13	69	**
30	85	89	12	64	63	**
30	91	25	14	72	04	**
95	64	87	17	77	17	**
99	59	68	84	31	14	**
30	35	02	22	60	73	**
18	00	07	61	77	76	**
14	89	77	20	26	91	**
71	22	73	90	38	73	**
69	10	78	45	49	31	**
71	31	63	78	49	82	**
91	24	30	53	36	12	**
20	92	62	95	52	56	**
06	43	05	92	34	84	**
50	52	32	00	45	16	**
25	93	39	03	02	09	**
86	33	67	**	34	82	**
83	56	51	81	82	79	**
55	21	08	35	69	31	**
27	51	86	11	02	**	**
05	72	98	02	91	86	**
88	80	75	00	19	61	**
82	05	71	89	09	35	**
21	27	41	53	58	56	**
86	39	48	10	57	37	**
05	31	13	19	52	13	**
65	04	15	77	38	41	**
**	**	**	**	**	**	**
**	**	51	30	47	67	**
56	88	51	08	07	92	**
57	01	48	35	15	05	**
63	12	69	21	62	96	**
57	86	24	57	98	07	**
89	37	02	80	24	92	**
64	16	05	16	51	12	**
91	06	49	33	48	16	**
41	28	08	69	25	52	**
97	44	44	04	62	88	**
33	51	05	26	83	64	**
92	43	00	46	18	21	**
67	82	56	43	58	89	**
89	52	19	43	10	64	**
26	09	01	85	06	42	**
24	79	75	68	54	90	**
41	53	63	10	03	10	**
39	90	48	71	19	36	**
93	38	46	82	**	41	**
13	17	61	06	17	66	**
43	80	49	03	45	75	**
48	28	15	65	17	85	**
09	45	67	68	74	23	**
11	27	07	27	39	13	**
32	30	85	00	99	85	**
14	08	91	82	08	44	**
20	02	97	80	90	58	**
10	09	36	53	88	47	**
05	67	92	21	52	54	**
80	27	75	47	45	42	**
86	85	02	91	66	87	**
77	51	62	92	48	22	**
49	37	68	65	01	08	**
81	33	64	03	53	72	**
82	86	50	25	26	77	**
02	03	79	15	75	64	**
46	04	55	61	61	55	**
43	44	61	10	74	34	**
36	55	43	72	67	98	**
49	39	61	91	03	06	**
73	74	38	29	**	99	**
67	32	14	03	75	35	**
81	09	**	82	34	41	**
44	38	46	22	51	52	**
41	15	20	96	46	86	**
63	18	89	59	57	44	**
00	11	56	92	73	00	**
45	05	62	86	30	84	**
69	39	91	50	87	67	**
75	18	13	93	62	**	**
**	**	**	**	**	**	**
09	65	54	41	62	23	**
07	74	35	81	78	23	**
43	62	75	46	11	77	**
03	33	21	80	65	35	**
62	89	33	20	86	28	**
59	15	44	73	44	44	**
47	55	14	29	96	89	**
62	90	89	81	17	97	**
19	28	72	38	12	05	**
19	27	50	36	24	08	**
67	57	65	61	28	53	**
41	59	04	87	40	90	**
19	43	64	31	08	51	**
**	95	11	09	80	77	**
53	58	86	27	75	79	**
85	14	78	83	83	11	**
15	04	16	89	10	41	**
35	33	92	67	48	04	**
14	31	**	46	62	00	**
29	50	97	44	92	66	**
96	83	00	03	18	23	**
88	75	97	04	72	29	**
51	82	67	90	67	65	**
82	02	45	32	93	09	**
57	26	18	49	13	72	**
25	11	61	00	09	90	**
66	84	97	44	43	21	**
41	83	89	28	61	78	**
23	21	32	06	94	19	**
60	61	38	07	86	71	**
27	16	99	22	72	48	**
00	78	77	91	34	93	**
33	74	23	98	60	95	**
98	88	44	63	10	09	**
91	40	03	80	10	16	**
99	97	81	90	89	20	**
95	42	13	63	66	56	**
36	10	25	41	40	06	**
63	93	64	13	35	79	**
81	25	03	51	60	17	**
73	45	60	91	28	15	**
26	77	73	27	71	**	**
03	63	46	90	41	32	**
81	48	17	03	19	92	**
15	90	97	21	53	92	**
67	60	84	08	58	04	**
45	**	05	52	61	16
